file,channel,date,start_sec,words,pitch_mentions,certainty,hedge,urgency,correction,oil_energy,inflation,recession_labor,debt_credit,dollar_fx,gold_silver,ai_tech,valuation_bubble,liquidity_rates,china_deglobalization,rotation_manufacturing,crypto,digital_control,housing
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,300,193,0,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,360,170,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,420,184,0,1,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,480,199,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-06-05_inUGgMv9Zq0.txt,bravos,2026-06-05,540,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,0,176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,60,179,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,120,183,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,180,185,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,240,190,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,300,192,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,360,179,0,2,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,420,182,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,480,189,0,4,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,540,181,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
bravos_2026-06-11_zmIhCFYlBP0.txt,bravos,2026-06-11,600,177,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
