specification,date,horizon_years,asset,nominal_cumulative_pct,real_cumulative_pct,endpoint,return_kind
expanding_primary,2011-07-31,1,sector_Manuf,-2.483367910208001,-3.846356840287546,2012-07,total return
expanding_primary,2011-07-31,1,sector_Enrgy,-6.773865920641031,-8.0768866056384,2012-07,total return
expanding_primary,2011-07-31,1,sector_Chems,5.120194681233525,3.650930837642208,2012-07,total return
expanding_primary,2011-07-31,1,sector_BusEq,7.764801928517007,6.258574437543607,2012-07,total return
expanding_primary,2011-07-31,1,sector_Telcm,23.42708317250426,21.701944143079754,2012-07,total return
expanding_primary,2011-07-31,1,sector_Utils,18.002249834525696,16.352933642998035,2012-07,total return
expanding_primary,2011-07-31,1,sector_Shops,18.77802874262158,17.117869497542305,2012-07,total return
expanding_primary,2011-07-31,1,sector_Hlth,18.37789175578419,16.723325221116326,2012-07,total return
expanding_primary,2011-07-31,1,sector_Money,1.0216991919808516,-0.3902800237257642,2012-07,total return
expanding_primary,2011-07-31,1,sector_Other,2.4134651805405083,0.982033266406801,2012-07,total return
expanding_primary,2011-07-31,1,Gold_spot_price,1.3350286077558504,-0.08133000986424443,2012-07,spot price (monthly-average marks)
expanding_primary,2011-07-31,3,US_market_total,59.08995223510794,50.98265999727221,2014-07,total return
expanding_primary,2011-07-31,3,T_bill_total,0.07002100350033125,-5.0295902109324775,2014-07,total return
expanding_primary,2011-07-31,3,sector_NoDur,50.529434720909784,42.85839012926198,2014-07,total return
expanding_primary,2011-07-31,3,sector_Durbl,57.593095303007466,49.56208353679343,2014-07,total return
expanding_primary,2011-07-31,3,sector_Manuf,54.33311691711382,46.468235048433534,2014-07,total return
expanding_primary,2011-07-31,3,sector_Enrgy,31.40285288853657,24.706507115056553,2014-07,total return
expanding_primary,2011-07-31,3,sector_Chems,47.73316792178548,40.20462228621226,2014-07,total return
expanding_primary,2011-07-31,3,sector_BusEq,56.2948267442212,48.32997530090248,2014-07,total return
expanding_primary,2011-07-31,3,sector_Telcm,85.56783330734865,76.11121688734157,2014-07,total return
expanding_primary,2011-07-31,3,sector_Utils,46.91378882298673,39.426999097917026,2014-07,total return
expanding_primary,2011-07-31,3,sector_Shops,62.64723185331778,54.35865911956548,2014-07,total return
expanding_primary,2011-07-31,3,sector_Hlth,92.741668814938,82.91947065888112,2014-07,total return
expanding_primary,2011-07-31,3,sector_Money,65.92572035790647,57.470074443028274,2014-07,total return
expanding_primary,2011-07-31,3,sector_Other,54.130318708892375,46.27577152393199,2014-07,total return
expanding_primary,2011-07-31,3,Gold_spot_price,-16.65607120152577,-20.903313579347614,2014-07,spot price (monthly-average marks)
expanding_primary,2011-07-31,5,US_market_total,84.30577337308867,73.01718772278049,2016-07,total return
expanding_primary,2011-07-31,5,T_bill_total,0.19016709013333077,-5.946402925099847,2016-07,total return
expanding_primary,2011-07-31,5,sector_NoDur,104.58252299470941,92.05200215906027,2016-07,total return
expanding_primary,2011-07-31,5,sector_Durbl,58.94234169286021,49.20724655816606,2016-07,total return
expanding_primary,2011-07-31,5,sector_Manuf,70.149159707383,59.727655662598636,2016-07,total return
expanding_primary,2011-07-31,5,sector_Enrgy,-3.0133250918210064,-8.953683695907122,2016-07,total return
expanding_primary,2011-07-31,5,sector_Chems,65.52534747570888,55.387048343353015,2016-07,total return
expanding_primary,2011-07-31,5,sector_BusEq,89.26397321057283,77.67170166636986,2016-07,total return
expanding_primary,2011-07-31,5,sector_Telcm,112.38650543937764,99.37799673266052,2016-07,total return
expanding_primary,2011-07-31,5,sector_Utils,74.985150880658,64.26744612786248,2016-07,total return
expanding_primary,2011-07-31,5,sector_Shops,115.79739331895324,102.57997037548976,2016-07,total return
expanding_primary,2011-07-31,5,sector_Hlth,143.86592350139438,128.92932485744245,2016-07,total return
expanding_primary,2011-07-31,5,sector_Money,84.46640142578057,73.16797743184667,2016-07,total return
expanding_primary,2011-07-31,5,sector_Other,72.92461186180677,62.33311352552442,2016-07,total return
expanding_primary,2011-07-31,5,Gold_spot_price,-15.003178639542213,-20.20916801454229,2016-07,spot price (monthly-average marks)
expanding_primary,1973-04-30,1,US_market_total,-13.27915853362841,-21.21204216048984,1974-04,total return
expanding_primary,1973-04-30,1,T_bill_total,7.6665871776099515,-2.182331399967663,1974-04,total return
expanding_primary,1973-04-30,1,sector_NoDur,-16.97948005202128,-24.57387272917525,1974-04,total return
expanding_primary,1973-04-30,1,sector_Durbl,-19.64496786355975,-26.99553213383702,1974-04,total return
expanding_primary,1973-04-30,1,sector_Manuf,-7.399124734445395,-15.8698908710034,1974-04,total return
expanding_primary,1973-04-30,1,sector_Enrgy,-8.663898424412086,-17.018968007210145,1974-04,total return
expanding_primary,1973-04-30,1,sector_Chems,-8.48522422447452,-16.85663822473048,1974-04,total return
expanding_primary,1973-04-30,1,sector_BusEq,-21.110812034988257,-28.327286609750235,1974-04,total return
expanding_primary,1973-04-30,1,sector_Telcm,-7.351523018529338,-15.826643574006894,1974-04,total return
expanding_primary,1973-04-30,1,sector_Utils,-21.04402492314833,-28.266608921862403,1974-04,total return
expanding_primary,1973-04-30,1,sector_Shops,-16.208301974513063,-23.873239008029536,1974-04,total return
