method,threshold,horizon,start,real_return
original_Shiller_stops_2023June,40.0,3,1999-12-01,-38.99059944194164
original_Shiller_stops_2023June,40.0,3,2000-01-01,-39.14149888234601
original_Shiller_stops_2023June,40.0,3,2000-02-01,-41.701358236833855
original_Shiller_stops_2023June,40.0,3,2000-03-01,-43.05166991658964
original_Shiller_stops_2023June,40.0,3,2000-04-01,-40.7201462033705
original_Shiller_stops_2023June,40.0,3,2000-05-01,-35.56738469272634
original_Shiller_stops_2023June,40.0,3,2000-06-01,-33.706049865913656
original_Shiller_stops_2023June,40.0,3,2000-07-01,-33.79080222199329
original_Shiller_stops_2023June,40.0,3,2000-08-01,-34.76328181455221
original_Shiller_stops_2023June,40.0,3,2000-09-01,-31.83262513308993
original_Shiller_stops_2023June,40.0,5,1999-01-01,-13.629393872218209
original_Shiller_stops_2023June,40.0,5,1999-02-01,-12.995315900502135
original_Shiller_stops_2023June,40.0,5,1999-03-01,-17.07040092050518
original_Shiller_stops_2023June,40.0,5,1999-04-01,-19.353944623410257
original_Shiller_stops_2023June,40.0,5,1999-05-01,-21.800719726184347
original_Shiller_stops_2023June,40.0,5,1999-06-01,-19.325298368664512
original_Shiller_stops_2023June,40.0,5,1999-07-01,-24.196478955023103
original_Shiller_stops_2023June,40.0,5,1999-08-01,-22.169866701926644
original_Shiller_stops_2023June,40.0,5,1999-09-01,-19.307246485960793
original_Shiller_stops_2023June,40.0,5,1999-10-01,-18.466376157410348
original_Shiller_stops_2023June,40.0,5,1999-11-01,-20.23536330568837
original_Shiller_stops_2023June,40.0,5,1999-12-01,-20.004719562043995
original_Shiller_stops_2023June,40.0,5,2000-01-01,-20.92021418211748
original_Shiller_stops_2023June,40.0,5,2000-02-01,-17.533371201708047
original_Shiller_stops_2023June,40.0,5,2000-03-01,-20.82851359143829
original_Shiller_stops_2023June,40.0,5,2000-04-01,-24.283970268290823
original_Shiller_stops_2023June,40.0,5,2000-05-01,-20.856200497120792
original_Shiller_stops_2023June,40.0,5,2000-06-01,-21.237678246377868
original_Shiller_stops_2023June,40.0,5,2000-07-01,-20.670855122677956
original_Shiller_stops_2023June,40.0,5,2000-08-01,-21.566037248284374
original_Shiller_stops_2023June,40.0,5,2000-09-01,-21.03720163355035
Shiller_then_French_extension,30.0,1,1929-08-01,-24.500180426234962
Shiller_then_French_extension,30.0,1,1929-09-01,-27.764552243917752
Shiller_then_French_extension,30.0,1,1997-06-01,26.34110810361554
Shiller_then_French_extension,30.0,1,1997-07-01,24.828385000762342
Shiller_then_French_extension,30.0,1,1997-08-01,15.798260712410395
Shiller_then_French_extension,30.0,1,1997-09-01,8.966612982144495
Shiller_then_French_extension,30.0,1,1997-10-01,8.5900564099882
Shiller_then_French_extension,30.0,1,1997-11-01,21.835482304855837
Shiller_then_French_extension,30.0,1,1997-12-01,23.501756694158015
Shiller_then_French_extension,30.0,1,1998-01-01,29.354554815791325
Shiller_then_French_extension,30.0,1,1998-02-01,21.567528075217645
Shiller_then_French_extension,30.0,1,1998-03-01,18.66929605436809
Shiller_then_French_extension,30.0,1,1998-04-01,18.992822614310057
Shiller_then_French_extension,30.0,1,1998-05-01,19.358911880975427
Shiller_then_French_extension,30.0,1,1998-06-01,18.634927483118325
Shiller_then_French_extension,30.0,1,1998-07-01,18.48669513014243
Shiller_then_French_extension,30.0,1,1998-08-01,22.414286263291938
Shiller_then_French_extension,30.0,1,1998-09-01,27.495419055265003
Shiller_then_French_extension,30.0,1,1998-10-01,24.351161668794717
Shiller_then_French_extension,30.0,1,1998-11-01,19.94451483832822
Shiller_then_French_extension,30.0,1,1998-12-01,18.37995690440892
Shiller_then_French_extension,30.0,1,1999-01-01,12.497529606926406
Shiller_then_French_extension,30.0,1,1999-02-01,9.268971670853166
Shiller_then_French_extension,30.0,1,1999-03-01,9.779057111259014
Shiller_then_French_extension,30.0,1,1999-04-01,7.517718811784135
Shiller_then_French_extension,30.0,1,1999-05-01,4.44686164276189
Shiller_then_French_extension,30.0,1,1999-06-01,7.848425784273205
Shiller_then_French_extension,30.0,1,1999-07-01,4.129211870290428
Shiller_then_French_extension,30.0,1,1999-08-01,9.492021515691619
Shiller_then_French_extension,30.0,1,1999-09-01,8.914657409077087
Shiller_then_French_extension,30.0,1,1999-10-01,4.5718366286984
Shiller_then_French_extension,30.0,1,1999-11-01,-3.1181925542813183
Shiller_then_French_extension,30.0,1,1999-12-01,-8.841633967643503
Shiller_then_French_extension,30.0,1,2000-01-01,-8.62412176199021
Shiller_then_French_extension,30.0,1,2000-02-01,-8.12855962848662
Shiller_then_French_extension,30.0,1,2000-03-01,-19.15954588121238
Shiller_then_French_extension,30.0,1,2000-04-01,-20.207991004358348
Shiller_then_French_extension,30.0,1,2000-05-01,-12.52097514035625
Shiller_then_French_extension,30.0,1,2000-06-01,-16.93502263521216
Shiller_then_French_extension,30.0,1,2000-07-01,-19.413358859371844
Shiller_then_French_extension,30.0,1,2000-08-01,-21.79667709086649
Shiller_then_French_extension,30.0,1,2000-09-01,-29.785110229629975
Shiller_then_French_extension,30.0,1,2000-10-01,-23.173566712528505
Shiller_then_French_extension,30.0,1,2000-11-01,-18.478579644290615
Shiller_then_French_extension,30.0,1,2000-12-01,-14.152826549824082
Shiller_then_French_extension,30.0,1,2001-01-01,-14.450370463757544
Shiller_then_French_extension,30.0,1,2001-02-01,-15.50954467477198
Shiller_then_French_extension,30.0,1,2001-03-01,-2.8004798871615444
Shiller_then_French_extension,30.0,1,2001-04-01,-6.784490827348333
Shiller_then_French_extension,30.0,1,2001-05-01,-14.859595224545863
Shiller_then_French_extension,30.0,1,2001-06-01,-17.84684876583521
Shiller_then_French_extension,30.0,1,2001-07-01,-24.977073255966264
Shiller_then_French_extension,30.0,1,2001-08-01,-22.795636164873535
Shiller_then_French_extension,30.0,1,2001-11-01,-19.929756947211906
Shiller_then_French_extension,30.0,1,2001-12-01,-22.039570081729753
Shiller_then_French_extension,30.0,1,2002-01-01,-22.147680801464208
Shiller_then_French_extension,30.0,1,2002-03-01,-27.525015961620024
Shiller_then_French_extension,30.0,1,2017-07-01,12.656343594233753
Shiller_then_French_extension,30.0,1,2017-09-01,15.919869269318276
Shiller_then_French_extension,30.0,1,2017-10-01,8.23194118968631
Shiller_then_French_extension,30.0,1,2017-11-01,4.680398654154327
Shiller_then_French_extension,30.0,1,2017-12-01,-3.6610758089608564
Shiller_then_French_extension,30.0,1,2018-01-01,-6.202950631131321
Shiller_then_French_extension,30.0,1,2018-02-01,2.2466094635039457
Shiller_then_French_extension,30.0,1,2018-03-01,3.821277836817427
Shiller_then_French_extension,30.0,1,2018-04-01,9.364911669687315
Shiller_then_French_extension,30.0,1,2018-05-01,5.832141010398151
Shiller_then_French_extension,30.0,1,2018-06-01,5.2446455128216
Shiller_then_French_extension,30.0,1,2018-07-01,7.3996951391174015
Shiller_then_French_extension,30.0,1,2018-08-01,1.6058334368916238
Shiller_then_French_extension,30.0,1,2018-09-01,3.049136418784526
Shiller_then_French_extension,30.0,1,2018-10-01,7.128967481507731
Shiller_then_French_extension,30.0,1,2018-11-01,13.928349427327635
Shiller_then_French_extension,30.0,1,2019-04-01,-3.340023233412215
Shiller_then_French_extension,30.0,1,2019-12-01,16.906502145751713
Shiller_then_French_extension,30.0,1,2020-01-01,16.237915626352684
Shiller_then_French_extension,30.0,1,2020-02-01,18.663481076533305
Shiller_then_French_extension,30.0,1,2020-08-01,26.657257499764555
Shiller_then_French_extension,30.0,1,2020-09-01,27.182493151181532
Shiller_then_French_extension,30.0,1,2020-10-01,24.607960738972046
Shiller_then_French_extension,30.0,1,2020-11-01,24.86726072144947
Shiller_then_French_extension,30.0,1,2020-12-01,19.82904168406179
Shiller_then_French_extension,30.0,1,2021-01-01,13.708936462948529
Shiller_then_French_extension,30.0,1,2021-02-01,7.335413408938685
Shiller_then_French_extension,30.0,1,2021-03-01,4.859750886113567
Shiller_then_French_extension,30.0,1,2021-04-01,-0.7180079383889537
Shiller_then_French_extension,30.0,1,2021-05-01,-9.493165291716243
Shiller_then_French_extension,30.0,1,2021-06-01,-14.473295563956457
Shiller_then_French_extension,30.0,1,2021-07-01,-16.222933214304724
Shiller_then_French_extension,30.0,1,2021-08-01,-12.51737243823271
Shiller_then_French_extension,30.0,1,2021-09-01,-18.769382352973597
Shiller_then_French_extension,30.0,1,2021-10-01,-21.302329956081532
Shiller_then_French_extension,30.0,1,2021-11-01,-20.42703370829774
Shiller_then_French_extension,30.0,1,2021-12-01,-20.139543357408463
Shiller_then_French_extension,30.0,1,2022-01-01,-17.30986596255918
Shiller_then_French_extension,30.0,1,2022-02-01,-11.84784501245476
Shiller_then_French_extension,30.0,1,2022-03-01,-12.43997882586062
Shiller_then_French_extension,30.0,1,2022-04-01,-9.050275841499788
Shiller_then_French_extension,30.0,1,2022-05-01,0.29270232923841455
Shiller_then_French_extension,30.0,1,2022-08-01,4.294750608686226
Shiller_then_French_extension,30.0,1,2023-07-01,18.864956709204183
Shiller_then_French_extension,30.0,1,2023-08-01,23.623006305249294
Shiller_then_French_extension,30.0,1,2023-09-01,32.39162113654115
Shiller_then_French_extension,30.0,3,1929-08-01,-60.86769120262875
Shiller_then_French_extension,30.0,3,1929-09-01,-58.27264876211744
Shiller_then_French_extension,30.0,3,1997-06-01,61.6482700072938
Shiller_then_French_extension,30.0,3,1997-07-01,54.0123399434989
Shiller_then_French_extension,30.0,3,1997-08-01,55.208897930383394
Shiller_then_French_extension,30.0,3,1997-09-01,51.3123451619137
Shiller_then_French_extension,30.0,3,1997-10-01,41.20648460212746
Shiller_then_French_extension,30.0,3,1997-11-01,41.57820814357598
Shiller_then_French_extension,30.0,3,1997-12-01,33.27474021896053
Shiller_then_French_extension,30.0,3,1998-01-01,32.97079809030874
Shiller_then_French_extension,30.0,3,1998-02-01,22.03796785019776
Shiller_then_French_extension,30.0,3,1998-03-01,5.3141209181362115
Shiller_then_French_extension,30.0,3,1998-04-01,2.084594442281018
Shiller_then_French_extension,30.0,3,1998-05-01,9.057158854596281
Shiller_then_French_extension,30.0,3,1998-06-01,6.278234303603769
Shiller_then_French_extension,30.0,3,1998-07-01,-0.5727970430813079
Shiller_then_French_extension,30.0,3,1998-08-01,4.818945367110117
Shiller_then_French_extension,30.0,3,1998-09-01,-2.4987622751852734
Shiller_then_French_extension,30.0,3,1998-10-01,-0.09775362778177143
Shiller_then_French_extension,30.0,3,1998-11-01,-5.268511266683973
Shiller_then_French_extension,30.0,3,1998-12-01,-7.359538468448024
Shiller_then_French_extension,30.0,3,1999-01-01,-12.058740166019245
Shiller_then_French_extension,30.0,3,1999-02-01,-15.182585071163246
Shiller_then_French_extension,30.0,3,1999-03-01,-13.739422456349148
Shiller_then_French_extension,30.0,3,1999-04-01,-20.029903984507236
Shiller_then_French_extension,30.0,3,1999-05-01,-22.207981773489273
Shiller_then_French_extension,30.0,3,1999-06-01,-26.40369880205483
Shiller_then_French_extension,30.0,3,1999-07-01,-37.04508547893942
Shiller_then_French_extension,30.0,3,1999-08-01,-33.89268326467146
Shiller_then_French_extension,30.0,3,1999-09-01,-36.46203435893185
Shiller_then_French_extension,30.0,3,1999-10-01,-36.51473784818505
Shiller_then_French_extension,30.0,3,1999-11-01,-36.76098204363043
Shiller_then_French_extension,30.0,3,1999-12-01,-38.99059944194164
Shiller_then_French_extension,30.0,3,2000-01-01,-39.14149888234601
Shiller_then_French_extension,30.0,3,2000-02-01,-41.701358236833855
Shiller_then_French_extension,30.0,3,2000-03-01,-43.05166991658964
Shiller_then_French_extension,30.0,3,2000-04-01,-40.7201462033705
Shiller_then_French_extension,30.0,3,2000-05-01,-35.56738469272634
Shiller_then_French_extension,30.0,3,2000-06-01,-33.706049865913656
Shiller_then_French_extension,30.0,3,2000-07-01,-33.79080222199329
Shiller_then_French_extension,30.0,3,2000-08-01,-34.76328181455221
Shiller_then_French_extension,30.0,3,2000-09-01,-31.83262513308993
Shiller_then_French_extension,30.0,3,2000-10-01,-26.416603388168692
Shiller_then_French_extension,30.0,3,2000-11-01,-24.69772178480756
Shiller_then_French_extension,30.0,3,2000-12-01,-19.682696810492274
Shiller_then_French_extension,30.0,3,2001-01-01,-15.978309032624038
Shiller_then_French_extension,30.0,3,2001-02-01,-13.330707129404152
Shiller_then_French_extension,30.0,3,2001-03-01,-6.553868949022712
Shiller_then_French_extension,30.0,3,2001-04-01,-5.99657260336034
Shiller_then_French_extension,30.0,3,2001-05-01,-14.413862405836152
Shiller_then_French_extension,30.0,3,2001-06-01,-9.94546117114824
Shiller_then_French_extension,30.0,3,2001-07-01,-9.665479660136423
Shiller_then_French_extension,30.0,3,2001-08-01,-9.10497921828889
Shiller_then_French_extension,30.0,3,2001-11-01,0.9941971511526537
Shiller_then_French_extension,30.0,3,2001-12-01,2.2214019041350452
Shiller_then_French_extension,30.0,3,2002-01-01,1.1616226916855155
Shiller_then_French_extension,30.0,3,2002-03-01,0.7571636490681044
Shiller_then_French_extension,30.0,3,2017-07-01,30.78493747931803
Shiller_then_French_extension,30.0,3,2017-09-01,35.55137579593979
Shiller_then_French_extension,30.0,3,2017-10-01,34.07840290457167
Shiller_then_French_extension,30.0,3,2017-11-01,37.28422779228464
Shiller_then_French_extension,30.0,3,2017-12-01,38.90715682714783
Shiller_then_French_extension,30.0,3,2018-01-01,36.329237070385204
Shiller_then_French_extension,30.0,3,2018-02-01,43.74262004761766
Shiller_then_French_extension,30.0,3,2018-03-01,44.134191757566164
Shiller_then_French_extension,30.0,3,2018-04-01,54.74294282493632
Shiller_then_French_extension,30.0,3,2018-05-01,52.33342818883535
Shiller_then_French_extension,30.0,3,2018-06-01,50.72230926320111
Shiller_then_French_extension,30.0,3,2018-07-01,52.20708093230879
Shiller_then_French_extension,30.0,3,2018-08-01,51.58286898353646
Shiller_then_French_extension,30.0,3,2018-09-01,48.72137134443253
Shiller_then_French_extension,30.0,3,2018-10-01,54.36511792573315
Shiller_then_French_extension,30.0,3,2018-11-01,63.758503837162905
Shiller_then_French_extension,30.0,3,2019-04-01,40.476386681834484
Shiller_then_French_extension,30.0,3,2019-12-01,11.874869533631571
Shiller_then_French_extension,30.0,3,2020-01-01,9.293946207633507
Shiller_then_French_extension,30.0,3,2020-02-01,12.277582091631057
Shiller_then_French_extension,30.0,3,2020-08-01,15.561813535239843
Shiller_then_French_extension,30.0,3,2020-09-01,10.809526945387947
Shiller_then_French_extension,30.0,3,2020-10-01,5.9096954668871104
Shiller_then_French_extension,30.0,3,2020-11-01,11.145938903243447
Shiller_then_French_extension,30.0,3,2020-12-01,12.123488609848998
Shiller_then_French_extension,30.0,3,2021-01-01,10.510844698906974
Shiller_then_French_extension,30.0,3,2021-02-01,13.900473511162726
Shiller_then_French_extension,30.0,3,2021-03-01,16.97536953356147
Shiller_then_French_extension,30.0,3,2021-04-01,6.3578805893078405
Shiller_then_French_extension,30.0,3,2021-05-01,11.42268180194761
Shiller_then_French_extension,30.0,3,2021-06-01,14.051417511686015
Shiller_then_French_extension,30.0,3,2021-07-01,12.855005107213668
Shiller_then_French_extension,30.0,3,2021-08-01,12.793369170649793
Shiller_then_French_extension,30.0,3,2021-09-01,15.34805259898986
Shiller_then_French_extension,30.0,3,2021-10-01,14.748094166744895
Shiller_then_French_extension,30.0,3,2021-11-01,17.339177441644082
Shiller_then_French_extension,30.0,3,2021-12-01,13.71403046433899
Shiller_then_French_extension,30.0,3,2022-01-01,20.26942357239556
Shiller_then_French_extension,30.0,3,2022-02-01,22.082619788094448
Shiller_then_French_extension,30.0,3,2022-03-01,17.234606313955393
Shiller_then_French_extension,30.0,3,2022-04-01,16.9822866396089
Shiller_then_French_extension,30.0,3,2022-05-01,36.50889280579464
Shiller_then_French_extension,30.0,3,2022-08-01,46.05372920219439
Shiller_then_French_extension,30.0,3,2023-07-01,55.352051202842304
Shiller_then_French_extension,30.0,5,1929-08-01,-46.902707394569646
Shiller_then_French_extension,30.0,5,1929-09-01,-50.82233104038092
Shiller_then_French_extension,30.0,5,1997-06-01,10.309581999650996
Shiller_then_French_extension,30.0,5,1997-07-01,-6.88651606804428
Shiller_then_French_extension,30.0,5,1997-08-01,-6.2904891736364155
Shiller_then_French_extension,30.0,5,1997-09-01,-11.728331000875302
Shiller_then_French_extension,30.0,5,1997-10-01,-14.273948115375424
Shiller_then_French_extension,30.0,5,1997-11-01,-7.585674926238362
Shiller_then_French_extension,30.0,5,1997-12-01,-10.803447185487657
Shiller_then_French_extension,30.0,5,1998-01-01,-11.438296186704278
Shiller_then_French_extension,30.0,5,1998-02-01,-22.558656526631403
Shiller_then_French_extension,30.0,5,1998-03-01,-25.81111294009444
Shiller_then_French_extension,30.0,5,1998-04-01,-24.15832224806901
Shiller_then_French_extension,30.0,5,1998-05-01,-19.674025010490336
Shiller_then_French_extension,30.0,5,1998-06-01,-15.179607714567812
Shiller_then_French_extension,30.0,5,1998-07-01,-18.31158053105908
Shiller_then_French_extension,30.0,5,1998-08-01,-12.560697614405548
Shiller_then_French_extension,30.0,5,1998-09-01,-5.341966017300881
Shiller_then_French_extension,30.0,5,1998-10-01,-4.314878321721971
Shiller_then_French_extension,30.0,5,1998-11-01,-12.495428941137988
Shiller_then_French_extension,30.0,5,1998-12-01,-13.32700032617855
Shiller_then_French_extension,30.0,5,1999-01-01,-13.629393872218209
Shiller_then_French_extension,30.0,5,1999-02-01,-12.995315900502135
Shiller_then_French_extension,30.0,5,1999-03-01,-17.07040092050518
Shiller_then_French_extension,30.0,5,1999-04-01,-19.353944623410257
Shiller_then_French_extension,30.0,5,1999-05-01,-21.800719726184347
Shiller_then_French_extension,30.0,5,1999-06-01,-19.325298368664512
Shiller_then_French_extension,30.0,5,1999-07-01,-24.196478955023103
Shiller_then_French_extension,30.0,5,1999-08-01,-22.169866701926644
Shiller_then_French_extension,30.0,5,1999-09-01,-19.307246485960793
Shiller_then_French_extension,30.0,5,1999-10-01,-18.466376157410348
Shiller_then_French_extension,30.0,5,1999-11-01,-20.23536330568837
Shiller_then_French_extension,30.0,5,1999-12-01,-20.004719562043995
Shiller_then_French_extension,30.0,5,2000-01-01,-20.92021418211748
Shiller_then_French_extension,30.0,5,2000-02-01,-17.533371201708047
Shiller_then_French_extension,30.0,5,2000-03-01,-20.82851359143829
Shiller_then_French_extension,30.0,5,2000-04-01,-24.283970268290823
Shiller_then_French_extension,30.0,5,2000-05-01,-20.856200497120792
Shiller_then_French_extension,30.0,5,2000-06-01,-21.237678246377868
Shiller_then_French_extension,30.0,5,2000-07-01,-20.670855122677956
Shiller_then_French_extension,30.0,5,2000-08-01,-21.566037248284374
Shiller_then_French_extension,30.0,5,2000-09-01,-21.03720163355035
Shiller_then_French_extension,30.0,5,2000-10-01,-18.90114494559365
Shiller_then_French_extension,30.0,5,2000-11-01,-14.293299046190278
Shiller_then_French_extension,30.0,5,2000-12-01,-9.131979434465975
Shiller_then_French_extension,30.0,5,2001-01-01,-8.333195907989078
Shiller_then_French_extension,30.0,5,2001-02-01,-6.160957530552591
Shiller_then_French_extension,30.0,5,2001-03-01,4.406602824276962
Shiller_then_French_extension,30.0,5,2001-04-01,4.300885196970916
Shiller_then_French_extension,30.0,5,2001-05-01,-3.2204741298591855
Shiller_then_French_extension,30.0,5,2001-06-01,-3.560993102567478
Shiller_then_French_extension,30.0,5,2001-07-01,-0.7842392745154414
Shiller_then_French_extension,30.0,5,2001-08-01,3.4079538625850114
Shiller_then_French_extension,30.0,5,2001-11-01,17.802879507043336
Shiller_then_French_extension,30.0,5,2001-12-01,17.9529652276484
Shiller_then_French_extension,30.0,5,2002-01-01,19.032283257228165
Shiller_then_French_extension,30.0,5,2002-03-01,15.722007096821233
Shiller_then_French_extension,30.0,5,2017-07-01,43.6533172782168
Shiller_then_French_extension,30.0,5,2017-09-01,40.039650915799015
Shiller_then_French_extension,30.0,5,2017-10-01,31.48205748045807
Shiller_then_French_extension,30.0,5,2017-11-01,36.40640949032099
Shiller_then_French_extension,30.0,5,2017-12-01,32.92862041112385
Shiller_then_French_extension,30.0,5,2018-01-01,28.185026569079106
Shiller_then_French_extension,30.0,5,2018-02-01,36.007082179339164
Shiller_then_French_extension,30.0,5,2018-03-01,32.33712537134175
Shiller_then_French_extension,30.0,5,2018-04-01,39.72776763375734
Shiller_then_French_extension,30.0,5,2018-05-01,38.275719091895574
Shiller_then_French_extension,30.0,5,2018-06-01,41.87408140925144
Shiller_then_French_extension,30.0,5,2018-07-01,44.51131242989534
Shiller_then_French_extension,30.0,5,2018-08-01,38.30388867092505
Shiller_then_French_extension,30.0,5,2018-09-01,29.575575985576275
Shiller_then_French_extension,30.0,5,2018-10-01,31.201590438285077
Shiller_then_French_extension,30.0,5,2018-11-01,45.76352966510875
Shiller_then_French_extension,30.0,5,2019-04-01,50.48822500511725
Shiller_then_French_extension,30.0,5,2019-12-01,59.29964411894575
Shiller_then_French_extension,30.0,5,2020-01-01,58.9635820930313
Shiller_then_French_extension,30.0,5,2020-02-01,55.49411545475882
Shiller_then_French_extension,30.0,5,2020-08-01,61.83205503331146
Shiller_then_French_extension,30.0,5,2020-09-01,68.64988093730506
Shiller_then_French_extension,30.0,5,2020-10-01,69.50841801454364
Shiller_then_French_extension,30.0,5,2020-11-01,63.03390197748866
Shiller_then_French_extension,30.0,5,2020-12-01,56.024133124972295
Shiller_then_French_extension,30.0,5,2021-01-01,54.19147826381205
Shiller_then_French_extension,30.0,5,2021-02-01,49.52198564963843
Shiller_then_French_extension,30.0,5,2021-03-01,40.83321669945619
Shiller_then_French_extension,30.0,5,2021-04-01,46.701409197693856
Shiller_then_French_extension,30.0,5,2021-05-01,53.6955910424125
Shiller_then_French_extension,30.0,5,2021-06-01,51.81788388156618
Shiller_then_French_extension,30.0,5,2021-07-01,47.49726931550127
Shiller_then_French_extension,35.0,1,1998-03-01,18.66929605436809
Shiller_then_French_extension,35.0,1,1998-04-01,18.992822614310057
Shiller_then_French_extension,35.0,1,1998-05-01,19.358911880975427
Shiller_then_French_extension,35.0,1,1998-06-01,18.634927483118325
Shiller_then_French_extension,35.0,1,1998-07-01,18.48669513014243
Shiller_then_French_extension,35.0,1,1998-08-01,22.414286263291938
Shiller_then_French_extension,35.0,1,1998-11-01,19.94451483832822
Shiller_then_French_extension,35.0,1,1998-12-01,18.37995690440892
Shiller_then_French_extension,35.0,1,1999-01-01,12.497529606926406
Shiller_then_French_extension,35.0,1,1999-02-01,9.268971670853166
Shiller_then_French_extension,35.0,1,1999-03-01,9.779057111259014
Shiller_then_French_extension,35.0,1,1999-04-01,7.517718811784135
Shiller_then_French_extension,35.0,1,1999-05-01,4.44686164276189
Shiller_then_French_extension,35.0,1,1999-06-01,7.848425784273205
Shiller_then_French_extension,35.0,1,1999-07-01,4.129211870290428
Shiller_then_French_extension,35.0,1,1999-08-01,9.492021515691619
Shiller_then_French_extension,35.0,1,1999-09-01,8.914657409077087
Shiller_then_French_extension,35.0,1,1999-10-01,4.5718366286984
Shiller_then_French_extension,35.0,1,1999-11-01,-3.1181925542813183
Shiller_then_French_extension,35.0,1,1999-12-01,-8.841633967643503
Shiller_then_French_extension,35.0,1,2000-01-01,-8.62412176199021
Shiller_then_French_extension,35.0,1,2000-02-01,-8.12855962848662
Shiller_then_French_extension,35.0,1,2000-03-01,-19.15954588121238
Shiller_then_French_extension,35.0,1,2000-04-01,-20.207991004358348
Shiller_then_French_extension,35.0,1,2000-05-01,-12.52097514035625
Shiller_then_French_extension,35.0,1,2000-06-01,-16.93502263521216
Shiller_then_French_extension,35.0,1,2000-07-01,-19.413358859371844
Shiller_then_French_extension,35.0,1,2000-08-01,-21.79667709086649
Shiller_then_French_extension,35.0,1,2000-09-01,-29.785110229629975
Shiller_then_French_extension,35.0,1,2000-10-01,-23.173566712528505
Shiller_then_French_extension,35.0,1,2000-11-01,-18.478579644290615
Shiller_then_French_extension,35.0,1,2000-12-01,-14.152826549824082
Shiller_then_French_extension,35.0,1,2001-01-01,-14.450370463757544
Shiller_then_French_extension,35.0,1,2001-02-01,-15.50954467477198
Shiller_then_French_extension,35.0,1,2021-02-01,7.335413408938685
Shiller_then_French_extension,35.0,1,2021-03-01,4.859750886113567
Shiller_then_French_extension,35.0,1,2021-04-01,-0.7180079383889537
Shiller_then_French_extension,35.0,1,2021-05-01,-9.493165291716243
Shiller_then_French_extension,35.0,1,2021-06-01,-14.473295563956457
Shiller_then_French_extension,35.0,1,2021-07-01,-16.222933214304724
Shiller_then_French_extension,35.0,1,2021-08-01,-12.51737243823271
Shiller_then_French_extension,35.0,1,2021-09-01,-18.769382352973597
Shiller_then_French_extension,35.0,1,2021-10-01,-21.302329956081532
Shiller_then_French_extension,35.0,1,2021-11-01,-20.42703370829774
Shiller_then_French_extension,35.0,1,2021-12-01,-20.139543357408463
Shiller_then_French_extension,35.0,1,2022-01-01,-17.30986596255918
Shiller_then_French_extension,35.0,1,2022-02-01,-11.84784501245476
Shiller_then_French_extension,35.0,3,1998-03-01,5.3141209181362115
Shiller_then_French_extension,35.0,3,1998-04-01,2.084594442281018
